return_date,product_id,store_id,quantity
1997-01-21,952,13,1
1997-01-21,1169,3,1
1997-01-21,1452,16,1
1997-01-21,1481,3,2
1997-01-23,179,13,1
1997-01-23,328,13,1
1997-01-23,688,13,1
1997-01-23,1432,13,2
1997-01-23,1549,13,1
1997-01-25,222,15,1
1997-01-25,324,16,1
1997-01-25,358,23,1
1997-01-25,375,16,1
1997-01-25,810,15,1
1997-01-25,814,15,2
1997-01-25,990,23,1
1997-01-25,1147,3,2
1997-01-25,1295,15,2
1997-01-26,43,17,1
1997-01-26,603,17,1
1997-01-26,1013,17,1
1997-01-26,1185,17,1
1997-01-26,1273,17,2
1997-01-26,1397,17,1
1997-01-26,1428,17,1
1997-01-27,393,15,1
1997-01-27,530,15,1
1997-01-27,623,15,2
1997-01-28,231,11,1
1997-01-29,501,17,1
1997-01-29,755,17,1
1997-01-29,936,17,1
1997-01-29,1161,17,1
1997-01-29,1293,17,2
1997-01-29,1526,17,1
1997-02-01,302,3,1
1997-02-01,663,3,1
1997-02-01,882,3,2
1997-02-01,1440,3,1
1997-02-02,637,15,1
1997-02-02,921,16,1
1997-02-02,1054,15,1
1997-02-02,1442,15,2
1997-02-02,1473,15,1
1997-02-03,97,24,2
1997-02-03,196,13,1
1997-02-03,247,15,1
1997-02-03,292,24,1
1997-02-03,466,16,1
1997-02-03,539,24,1
1997-02-03,684,15,1
1997-02-03,900,13,1
1997-02-03,928,15,1
1997-02-03,1067,13,1
1997-02-03,1140,15,1
1997-02-03,1190,24,1
1997-02-03,1201,16,2
1997-02-03,1351,13,1
1997-02-03,1464,15,1
1997-02-04,653,15,1
1997-02-04,687,15,1
1997-02-04,1244,15,1
1997-02-04,1246,15,1
1997-02-04,1275,15,2
1997-02-05,210,11,2
1997-02-05,283,11,1
1997-02-05,389,11,1
1997-02-05,642,11,1
1997-02-05,789,11,1
1997-02-05,907,24,1
1997-02-05,1076,11,2
1997-02-05,1168,6,1
1997-02-07,71,23,1
1997-02-07,260,24,1
1997-02-07,408,24,1
1997-02-07,528,6,1
1997-02-07,709,24,1
1997-02-07,1080,6,1
1997-02-07,1447,6,1
1997-02-08,175,13,1
1997-02-08,479,13,1
1997-02-10,249,17,1
1997-02-10,972,17,1
1997-02-10,1090,17,1
1997-02-10,1502,17,1
1997-02-11,28,23,1
1997-02-11,91,11,2
1997-02-11,555,23,1
1997-02-11,625,11,1
1997-02-11,668,11,1
1997-02-11,1528,23,1
1997-02-12,11,6,1
1997-02-12,231,17,2
1997-02-12,269,6,1
1997-02-12,499,7,1
1997-02-12,548,6,1
1997-02-12,551,6,1
1997-02-12,575,11,1
1997-02-12,661,7,2
1997-02-12,913,17,2
1997-02-12,978,7,1
1997-02-12,983,7,1
1997-02-12,1430,11,1
1997-02-12,1475,11,1
1997-02-12,1549,6,1
1997-02-13,105,7,1
1997-02-13,327,7,2
1997-02-13,493,7,1
1997-02-13,881,7,1
1997-02-13,951,7,1
1997-02-13,1472,7,1
1997-02-14,53,3,2
1997-02-14,362,23,1
1997-02-14,526,6,1
1997-02-14,564,23,1
1997-02-14,648,6,1
1997-02-14,914,6,1
1997-02-14,964,3,1
1997-02-14,995,23,2
1997-02-14,1169,3,2
1997-02-15,370,15,2
1997-02-15,376,7,1
1997-02-15,386,3,1
1997-02-15,467,15,1
1997-02-15,482,3,1
1997-02-15,734,15,1
1997-02-15,799,3,2
1997-02-15,914,7,1
1997-02-15,927,7,1
1997-02-15,935,3,1
1997-02-15,1260,15,1
1997-02-16,815,24,1
1997-02-16,1142,24,1
1997-02-16,1405,24,1
1997-02-16,1414,24,1
1997-02-17,10,17,1
1997-02-17,174,17,2
1997-02-17,217,17,1
1997-02-17,417,17,1
1997-02-17,434,6,1
1997-02-17,507,17,1
1997-02-17,681,17,1
1997-02-17,712,3,1
1997-02-17,984,17,1
1997-02-18,142,16,1
1997-02-18,312,16,1
1997-02-18,335,16,1
1997-02-18,752,16,2
1997-02-18,899,23,1
1997-02-18,1449,16,1
1997-02-19,172,17,1
1997-02-19,181,17,1
1997-02-19,234,17,2
1997-02-19,349,15,1
1997-02-19,536,13,1
1997-02-19,985,17,1
1997-02-19,1088,15,1
1997-02-19,1106,13,1
1997-02-19,1347,13,1
1997-02-19,1376,13,1
1997-02-20,52,11,1
1997-02-21,122,3,1
1997-02-21,1329,3,1
1997-02-22,1164,13,1
1997-02-22,1252,13,1
1997-02-23,41,24,1
1997-02-23,881,24,1
1997-02-23,1464,24,2
1997-02-25,80,17,2
1997-02-25,105,17,1
1997-02-25,143,17,1
1997-02-25,258,17,2
1997-02-25,466,17,1
1997-02-25,512,7,1
1997-02-25,961,7,1
1997-02-25,1182,17,1
1997-02-25,1189,17,1
1997-02-25,1235,17,2
1997-02-26,132,13,1
1997-02-26,440,13,1
1997-02-26,460,16,2
1997-02-26,495,13,1
1997-02-26,557,16,1
1997-02-26,639,13,1
1997-02-26,852,16,1
1997-02-26,856,13,1
1997-02-26,883,13,1
1997-02-26,1019,16,1
1997-02-26,1103,16,2
1997-02-26,1216,16,2
1997-02-26,1281,13,1
1997-02-27,239,11,1
1997-02-27,495,11,1
1997-02-27,511,11,1
1997-02-27,799,16,1
1997-02-27,821,16,1
1997-02-27,894,16,1
1997-02-27,969,11,1
1997-02-27,1381,16,1
1997-03-01,137,16,1
1997-03-01,474,23,1
1997-03-01,750,16,1
1997-03-02,650,13,1
1997-03-02,778,13,1
1997-03-02,1128,13,1
1997-03-02,1137,13,2
1997-03-02,1220,7,2
1997-03-02,1406,13,2
1997-03-02,1437,7,1
1997-03-02,1453,7,1
1997-03-03,344,24,1
1997-03-03,457,11,2
1997-03-03,466,11,1
1997-03-03,477,11,1
1997-03-03,803,24,1
1997-03-03,947,11,1
1997-03-03,1021,24,1
1997-03-03,1198,11,1
1997-03-03,1296,11,1
1997-03-03,1298,24,1
1997-03-03,1305,11,1
1997-03-03,1400,24,1
1997-03-04,20,13,1
1997-03-04,862,13,1
1997-03-04,1231,13,1
1997-03-05,54,15,1
1997-03-05,752,15,2
1997-03-05,804,15,1
1997-03-05,906,11,1
1997-03-05,1236,15,2
1997-03-05,1328,11,2
1997-03-05,1369,11,1
1997-03-08,379,16,1
1997-03-08,784,16,1
1997-03-08,888,16,1
1997-03-08,909,16,1
1997-03-10,281,24,1
1997-03-10,360,24,1
1997-03-10,428,24,2
1997-03-10,564,24,1
1997-03-10,581,16,1
1997-03-10,814,16,1
1997-03-10,1044,24,1
1997-03-10,1222,24,1
1997-03-10,1305,16,1
1997-03-10,1318,6,1
1997-03-10,1347,24,1
1997-03-11,522,15,2
1997-03-11,555,15,2
1997-03-11,871,15,1
1997-03-11,990,15,1
1997-03-11,1274,15,1
1997-03-11,1497,15,1
1997-03-12,515,3,2
1997-03-12,722,3,1
1997-03-12,1514,3,1
1997-03-12,1533,3,1
1997-03-13,207,7,1
1997-03-13,566,7,1
1997-03-13,789,13,1
1997-03-13,903,7,1
1997-03-13,920,13,1
1997-03-13,957,13,2
1997-03-13,990,23,1
1997-03-13,1356,13,1
1997-03-13,1458,13,1
1997-03-13,1469,7,1
1997-03-14,100,15,1
1997-03-14,246,6,1
1997-03-14,373,15,1
1997-03-14,902,15,2
1997-03-14,1269,15,2
1997-03-15,20,15,1
1997-03-15,208,3,2
1997-03-15,209,15,1
1997-03-15,517,15,1
1997-03-15,824,24,1
1997-03-15,848,15,1
1997-03-15,987,3,1
1997-03-15,1382,24,1
1997-03-15,1433,3,1
1997-03-15,1483,15,1
1997-03-16,574,16,1
1997-03-16,951,16,2
1997-03-16,1207,16,2
1997-03-16,1433,16,1
1997-03-17,800,3,2
1997-03-17,939,3,1
1997-03-17,1029,3,1
1997-03-18,106,17,2
1997-03-18,343,16,1
1997-03-18,376,16,1
1997-03-18,574,16,2
1997-03-18,599,17,1
1997-03-18,1165,17,2
1997-03-18,1231,16,1
1997-03-18,1316,17,2
1997-03-18,1454,17,1
1997-03-18,1493,16,1
1997-03-19,238,3,1
1997-03-19,551,23,1
1997-03-19,1041,3,2
1997-03-19,1246,3,1
1997-03-19,1352,3,1
1997-03-19,1538,3,2
1997-03-20,45,17,2
1997-03-20,49,3,1
1997-03-20,103,6,1
1997-03-20,109,6,1
1997-03-20,372,17,1
1997-03-20,664,6,1
1997-03-20,690,17,1
1997-03-20,754,3,1
1997-03-20,921,17,1
1997-03-20,1022,3,2
1997-03-20,1138,17,1
1997-03-21,68,13,1
1997-03-21,133,13,1
1997-03-21,187,11,1
1997-03-21,295,13,1
1997-03-21,342,13,1
1997-03-21,398,13,1
1997-03-21,440,13,1
1997-03-21,456,7,1
1997-03-21,462,11,2
1997-03-21,519,13,1
1997-03-21,619,13,1
1997-03-21,652,13,1
1997-03-21,676,11,1
1997-03-21,684,13,1
1997-03-21,766,7,1
1997-03-21,832,13,1
1997-03-21,929,13,2
1997-03-21,1202,13,1
1997-03-21,1365,7,2
1997-03-21,1368,13,1
1997-03-21,1406,13,1
1997-03-21,1428,13,1
1997-03-21,1434,13,1
1997-03-22,81,15,1
1997-03-22,376,17,1
1997-03-22,409,15,2
1997-03-22,463,17,1
1997-03-22,583,15,1
1997-03-22,858,17,1
1997-03-22,1021,11,1
1997-03-22,1112,17,1
1997-03-22,1190,17,1
1997-03-22,1243,17,1
1997-03-22,1309,17,1
1997-03-22,1434,11,1
1997-03-22,1480,15,1
1997-03-23,111,11,1
1997-03-23,161,11,1
1997-03-23,465,11,1
1997-03-23,671,11,1
1997-03-23,993,11,2
1997-03-24,368,7,1
1997-03-24,408,7,1
1997-03-24,948,7,1
1997-03-24,1263,7,1
1997-03-25,171,6,1
1997-03-25,295,6,1
1997-03-25,600,6,1
1997-03-25,636,6,1
1997-03-25,724,6,1
1997-03-25,1298,6,2
1997-03-25,1432,6,1
1997-03-26,953,23,2
1997-03-27,105,24,1
1997-03-27,179,24,1
1997-03-27,571,24,2
1997-03-27,728,24,1
1997-03-27,1190,24,1
1997-03-27,1199,24,1
1997-03-28,57,13,1
1997-03-28,93,13,1
1997-03-28,439,17,1
1997-03-28,446,17,1
1997-03-28,497,17,1
1997-03-28,717,13,1
1997-03-28,799,17,1
1997-03-28,848,17,1
1997-03-28,1285,17,1
1997-03-28,1427,13,1
1997-03-28,1498,13,1
1997-03-28,1528,13,1
1997-03-29,82,23,1
1997-03-29,574,23,1
1997-03-29,636,17,2
1997-03-29,672,23,1
1997-03-29,868,17,1
1997-03-29,1061,17,1
1997-03-29,1275,17,1
1997-03-29,1429,17,2
1997-03-29,1441,17,1
1997-03-30,438,7,2
1997-03-30,1170,7,1
1997-03-30,1194,7,1
1997-03-30,1453,7,1
1997-04-01,255,11,1
1997-04-01,257,11,1
1997-04-01,307,11,1
1997-04-01,814,11,1
1997-04-01,864,11,1
1997-04-02,543,15,2
1997-04-02,1328,15,1
1997-04-03,27,17,1
1997-04-03,416,17,1
1997-04-03,441,17,2
1997-04-03,523,23,1
1997-04-03,699,17,1
1997-04-03,732,17,1
1997-04-03,1161,24,1
1997-04-03,1337,23,1
1997-04-03,1455,17,1
1997-04-03,1536,17,1
1997-04-04,115,16,1
1997-04-04,164,3,1
1997-04-04,245,16,1
1997-04-04,659,7,2
1997-04-04,734,3,1
1997-04-04,861,16,2
1997-04-04,886,7,1
1997-04-04,921,7,1
1997-04-04,968,16,2
1997-04-04,1010,3,1
1997-04-04,1025,24,2
1997-04-04,1122,24,1
1997-04-04,1423,7,1
1997-04-04,1463,24,1
1997-04-05,455,7,1
1997-04-05,543,24,1
1997-04-05,1232,7,1
1997-04-06,48,3,1
1997-04-06,358,3,1
1997-04-06,697,3,2
1997-04-06,1169,3,1
1997-04-07,366,17,1
1997-04-07,371,7,1
1997-04-07,477,17,1
1997-04-07,507,17,1
1997-04-07,570,17,1
1997-04-07,900,17,1
1997-04-07,1409,7,1
1997-04-07,1458,7,1
1997-04-07,1463,17,1
1997-04-07,1533,7,1
1997-04-08,265,13,1
1997-04-08,1253,13,1
1997-04-09,372,15,1
1997-04-09,1288,15,1
1997-04-10,883,11,1
1997-04-10,1541,11,1
1997-04-12,20,23,1
1997-04-12,104,23,1
1997-04-12,116,15,1
1997-04-12,138,15,1
1997-04-12,219,15,2
1997-04-12,564,13,1
1997-04-12,618,15,1
1997-04-12,943,13,1
1997-04-12,1171,15,1
1997-04-12,1362,13,1
1997-04-12,1450,23,1
1997-04-13,3,17,1
1997-04-13,14,6,1
1997-04-13,265,6,2
1997-04-13,339,6,1
1997-04-13,514,6,1
1997-04-13,573,17,1
1997-04-13,1336,24,2
1997-04-13,1404,24,1
1997-04-13,1453,24,1
1997-04-13,1453,6,1
1997-04-13,1454,6,2
1997-04-14,11,13,1
1997-04-14,47,16,2
1997-04-14,82,11,2
1997-04-14,140,6,1
1997-04-14,194,16,1
1997-04-14,324,11,1
1997-04-14,370,13,1
1997-04-14,646,6,1
1997-04-14,671,13,1
1997-04-14,786,6,1
1997-04-14,816,13,1
1997-04-14,881,13,2
1997-04-14,1266,6,1
1997-04-14,1330,6,2
1997-04-14,1382,11,1
1997-04-14,1389,6,1
1997-04-14,1447,13,1
1997-04-14,1557,11,1
1997-04-15,274,17,1
1997-04-15,360,13,1
1997-04-15,845,13,1
1997-04-15,1201,17,1
1997-04-15,1257,17,1
1997-04-16,82,6,1
1997-04-16,1026,6,1
1997-04-16,1362,24,1
1997-04-17,195,13,1
1997-04-17,415,13,1
1997-04-17,675,13,1
1997-04-17,948,13,1
1997-04-17,1172,13,2
1997-04-17,1386,13,1
1997-04-17,1524,13,1
1997-04-18,878,11,1
1997-04-19,277,7,1
1997-04-19,549,3,1
1997-04-19,587,3,1
1997-04-19,638,3,1
1997-04-19,691,3,1
1997-04-19,1137,7,1
1997-04-19,1403,7,1
1997-04-19,1414,7,1
1997-04-20,376,6,1
1997-04-20,907,6,1
1997-04-20,1021,6,1
1997-04-20,1075,6,1
1997-04-21,270,3,1
1997-04-21,593,3,1
1997-04-21,619,3,1
1997-04-21,1432,3,2
1997-04-22,331,6,1
1997-04-22,427,11,1
1997-04-22,515,11,1
1997-04-22,597,11,1
1997-04-22,991,6,1
1997-04-23,17,17,2
1997-04-23,275,17,1
1997-04-23,1411,17,1
1997-04-24,477,16,1
1997-04-24,486,16,2
1997-04-24,746,16,1
1997-04-24,870,23,2
1997-04-24,1212,16,1
1997-04-26,6,16,2
1997-04-26,317,16,1
1997-04-26,587,16,2
1997-04-26,645,3,1
1997-04-26,727,16,2
1997-04-26,1422,3,1
1997-04-26,1539,16,1
1997-04-26,1545,16,1
1997-04-26,1558,16,1
1997-04-27,163,15,1
1997-04-27,191,7,1
1997-04-27,225,7,1
1997-04-27,444,7,1
1997-04-27,491,15,1
1997-04-27,982,15,1
1997-04-27,993,15,1
1997-04-27,1028,23,1
1997-04-27,1052,15,1
1997-04-27,1183,15,1
1997-04-27,1357,15,1
1997-04-28,142,23,1
1997-04-29,868,15,2
1997-04-29,1210,15,1
1997-05-01,78,7,1
1997-05-01,639,7,1
1997-05-01,644,13,1
1997-05-01,691,13,1
1997-05-01,1132,13,1
1997-05-01,1157,13,1
1997-05-01,1314,13,2
1997-05-01,1447,13,1
1997-05-01,1531,7,1
1997-05-02,102,16,1
1997-05-02,649,24,1
1997-05-02,930,16,1
1997-05-02,973,24,1
1997-05-02,1008,16,1
1997-05-02,1104,24,1
1997-05-02,1283,16,1
1997-05-03,71,3,1
1997-05-03,200,3,1
1997-05-03,404,17,1
1997-05-03,412,3,1
1997-05-03,630,17,1
1997-05-03,803,3,1
1997-05-03,1009,3,1
1997-05-03,1323,17,1
1997-05-04,268,3,1
1997-05-04,362,3,1
1997-05-04,748,3,2
1997-05-04,1137,3,1
1997-05-05,41,16,1
1997-05-05,400,13,1
1997-05-05,545,17,2
1997-05-05,749,16,1
1997-05-05,949,17,1
1997-05-05,1161,13,2
1997-05-05,1330,16,1
1997-05-07,157,24,1
1997-05-07,166,24,2
1997-05-07,463,24,1
1997-05-07,866,24,2
1997-05-08,420,15,1
1997-05-08,471,11,1
1997-05-08,527,15,1
1997-05-08,692,15,2
1997-05-08,1178,15,1
1997-05-08,1261,11,1
1997-05-08,1388,15,1
1997-05-09,122,11,1
1997-05-09,145,13,1
1997-05-09,165,13,1
1997-05-09,304,13,1
1997-05-09,340,13,1
1997-05-09,407,13,1
1997-05-09,590,17,1
1997-05-09,629,13,1
1997-05-09,629,17,2
1997-05-09,702,13,1
1997-05-09,735,13,2
1997-05-09,739,17,1
1997-05-09,763,13,1
1997-05-09,831,13,1
1997-05-09,832,17,1
1997-05-09,852,7,1
1997-05-09,868,7,1
1997-05-09,1014,11,2
1997-05-09,1084,13,1
1997-05-09,1120,13,1
1997-05-09,1177,13,1
1997-05-09,1228,17,1
1997-05-09,1258,13,2
1997-05-09,1273,13,1
1997-05-09,1320,13,2
1997-05-09,1353,11,2
1997-05-09,1442,7,1
1997-05-09,1480,11,1
1997-05-09,1505,13,1
1997-05-09,1531,13,1
1997-05-11,340,11,1
1997-05-11,1447,11,1
1997-05-11,1452,11,1
1997-05-14,54,17,2
1997-05-14,109,17,1
1997-05-14,170,7,2
1997-05-14,325,7,1
1997-05-14,493,17,1
1997-05-14,640,23,1
1997-05-14,722,17,1
1997-05-14,767,23,1
1997-05-14,780,23,1
1997-05-14,830,17,1
1997-05-14,960,23,1
1997-05-14,1087,17,2
1997-05-14,1179,17,1
1997-05-15,111,16,1
1997-05-15,214,11,1
1997-05-15,332,24,1
1997-05-15,440,16,1
1997-05-15,441,24,1
1997-05-15,468,11,1
1997-05-15,549,11,1
1997-05-15,576,24,1
1997-05-15,730,24,2
1997-05-15,865,24,2
1997-05-15,910,11,1
1997-05-15,947,16,2
1997-05-15,1157,24,1
1997-05-15,1198,16,1
1997-05-15,1450,24,2
1997-05-15,1465,24,1
1997-05-16,156,23,1
1997-05-16,304,7,2
1997-05-16,527,23,2
1997-05-16,874,23,1
1997-05-16,1340,7,1
1997-05-16,1357,7,1
1997-05-17,114,23,2
1997-05-17,143,23,1
1997-05-17,168,24,1
1997-05-17,496,16,1
1997-05-17,785,23,1
1997-05-17,986,16,1
1997-05-17,989,23,1
1997-05-17,1349,16,1
1997-05-18,329,6,1
1997-05-18,611,6,2
1997-05-18,1155,6,1
1997-05-18,1169,6,1
1997-05-19,167,15,1
1997-05-19,190,6,1
1997-05-19,261,15,1
1997-05-19,336,6,1
1997-05-19,442,6,2
1997-05-19,484,15,1
1997-05-19,620,6,2
1997-05-19,952,15,1
1997-05-19,986,6,1
1997-05-19,1072,15,1
1997-05-19,1256,15,1
1997-05-19,1343,15,2
1997-05-19,1405,15,2
1997-05-19,1523,6,1
1997-05-21,51,6,1
1997-05-21,523,15,1
1997-05-21,791,24,1
1997-05-21,801,3,1
1997-05-21,887,24,1
1997-05-21,896,15,1
1997-05-21,944,7,1
1997-05-21,984,24,1
1997-05-21,1135,3,2
1997-05-21,1164,3,1
1997-05-21,1217,6,1
1997-05-21,1269,7,1
1997-05-21,1274,3,1
1997-05-21,1333,7,1
1997-05-21,1368,6,1
1997-05-21,1484,15,1
1997-05-22,397,13,2
1997-05-22,967,23,1
1997-05-22,1325,15,1
1997-05-22,1545,23,1
1997-05-23,485,6,1
1997-05-23,1378,6,2
1997-05-25,66,3,1
1997-05-25,296,3,1
1997-05-25,1411,3,1
1997-05-26,183,3,1
1997-05-26,264,3,1
1997-05-26,608,3,1
1997-05-27,403,15,1
1997-05-27,1048,15,1
1997-05-27,1464,15,1
1997-05-29,23,17,2
1997-05-29,398,16,1
1997-05-29,409,16,1
1997-05-29,600,17,1
1997-05-29,719,17,2
1997-05-29,905,13,2
1997-05-29,996,17,1
1997-05-29,1378,17,1
1997-05-29,1389,17,2
1997-06-01,869,24,1
1997-06-01,961,24,1
1997-06-01,1190,24,1
1997-06-02,19,13,2
1997-06-02,333,13,1
1997-06-02,550,13,1
1997-06-02,983,13,1
1997-06-02,997,13,1
1997-06-02,1480,13,1
1997-06-02,1548,13,1
1997-06-03,221,13,1
1997-06-03,685,11,1
1997-06-03,704,3,1
1997-06-03,1024,13,1
1997-06-03,1359,13,1
1997-06-04,547,24,1
1997-06-04,585,16,1
1997-06-04,1006,24,1
1997-06-04,1241,24,2
1997-06-04,1268,16,1
1997-06-04,1364,16,1
1997-06-04,1420,16,1
1997-06-04,1433,24,2
1997-06-04,1456,16,1
1997-06-05,11,7,1
1997-06-05,471,23,1
1997-06-05,530,23,2
1997-06-05,567,7,1
1997-06-05,710,23,1
1997-06-05,1141,23,2
1997-06-05,1276,23,2
1997-06-06,475,13,1
1997-06-06,812,13,1
1997-06-06,1100,13,1
1997-06-07,63,7,1
1997-06-07,487,7,1
1997-06-07,1253,15,1
1997-06-07,1409,15,1
1997-06-07,1555,15,2
1997-06-10,116,15,1
1997-06-10,829,15,1
1997-06-10,1421,15,1
1997-06-11,64,3,2
1997-06-11,299,11,1
1997-06-11,335,11,1
1997-06-11,390,3,1
1997-06-11,548,11,1
1997-06-11,723,11,2
1997-06-11,803,11,1
1997-06-11,808,3,1
1997-06-11,928,11,1
1997-06-11,1012,3,1
1997-06-11,1357,11,1
1997-06-11,1425,3,1
1997-06-11,1465,3,1
1997-06-12,96,7,1
1997-06-12,438,6,1
1997-06-12,544,6,1
1997-06-12,796,7,1
1997-06-12,1371,7,1
1997-06-12,1554,6,1
1997-06-14,98,16,2
1997-06-14,126,16,1
1997-06-14,392,7,2
1997-06-14,579,16,1
1997-06-14,1164,16,1
1997-06-14,1212,7,2
1997-06-14,1346,16,1
1997-06-14,1362,7,1
1997-06-15,9,6,2
1997-06-15,184,17,1
1997-06-15,245,17,1
1997-06-15,430,15,1
1997-06-15,441,15,1
1997-06-15,910,15,2
1997-06-15,938,17,1
1997-06-15,1057,17,1
1997-06-16,279,3,2
1997-06-16,326,3,1
1997-06-16,387,3,1
1997-06-16,522,17,1
1997-06-16,839,3,1
1997-06-16,988,17,1
1997-06-16,1091,17,1
1997-06-16,1099,17,1
1997-06-16,1105,3,1
1997-06-16,1243,17,1
1997-06-16,1338,17,1
1997-06-16,1353,3,1
1997-06-16,1541,17,2
1997-06-17,3,15,1
1997-06-17,639,15,1
1997-06-17,719,13,1
1997-06-17,1179,13,2
1997-06-17,1204,13,1
1997-06-17,1227,13,1
1997-06-17,1486,13,1
1997-06-18,118,11,1
1997-06-18,128,3,2
1997-06-18,308,11,1
1997-06-18,475,11,1
1997-06-18,588,11,1
1997-06-18,899,16,2
1997-06-18,982,11,1
1997-06-18,1448,11,1
1997-06-19,34,11,1
1997-06-19,153,11,1
1997-06-19,195,11,1
1997-06-19,252,11,1
1997-06-19,546,11,1
1997-06-19,733,11,1
1997-06-19,761,11,1
1997-06-19,1487,11,1
1997-06-20,317,24,1
1997-06-20,764,11,1
1997-06-20,848,11,1
1997-06-20,1008,11,1
1997-06-20,1124,11,1
1997-06-20,1168,24,1
1997-06-20,1443,24,1
1997-06-20,1506,24,1
1997-06-20,1530,11,1
1997-06-21,230,17,2
1997-06-21,271,17,1
1997-06-21,292,24,2
1997-06-21,348,6,1
1997-06-21,465,6,1
1997-06-21,485,24,2
1997-06-21,514,24,1
1997-06-21,588,6,1
1997-06-21,601,17,2
1997-06-21,698,6,1
1997-06-21,817,24,1
1997-06-21,933,17,1
1997-06-21,970,24,1
1997-06-21,1061,24,1
1997-06-21,1083,17,2
1997-06-21,1231,17,1
1997-06-21,1321,17,1
1997-06-21,1423,6,1
1997-06-21,1423,24,1
1997-06-21,1444,17,1
1997-06-21,1461,17,2
1997-06-22,39,17,1
1997-06-22,130,6,2
1997-06-22,134,3,1
1997-06-22,169,6,1
1997-06-22,207,3,2
1997-06-22,337,3,1
1997-06-22,419,6,1
1997-06-22,444,6,1
1997-06-22,487,7,1
